Station Name,Date,Time,Sample Type,Sample Media,Depth,Parameter,Concentration,Unit,Qualifier Code,Detection Limit,Detection Limit Unit,Quantitation Level,Quantitation Level Unit,Lab Name,Analytical Method Number,Sediment Particle Size,Particle Size Unit,Fish Sample Type,Fish Taxa,Comments,Monitoring location,MONITOR 1,MONITOR 2,Watershed,Unnamed: 25
WW145,6/12/2020,,Grab,Water,1.0,"Phosphorus, Total - 00665",19.0,ug/l,,3.0,ug/l,3.0,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,,,,,Stafford Pond,Lower Taunton River,TA,Ed Adamowski,
WW145,6/12/2020,,Grab,Water,6.7,"Phosphorus, Total - 00665",30.0,ug/l,,3.0,ug/l,3.0,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,,,,,Stafford Pond,Lower Taunton River,TA,Ed Adamowski,
WW145,6/21/2020,11:30:00,Grab,Water,1.0,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",3.3,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,,,,,Trilogy,Stafford Pond,Lower Taunton River,TA,Ed Adamowski,
WW145,6/21/2020,11:30:00,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",7.2,m,,0.1,m,0.1,m,,,,,,,,Stafford Pond,Lower Taunton River,TA,Ed Adamowski,
WW145,6/21/2020,11:30:00,Composite,Water,,Secchi Depth - 00069,3.68,m,,0.1,m,0.1,m,,,,,,,,Stafford Pond,Lower Taunton River,TA,Ed Adamowski,
WW145,6/21/2020,11:30:00,Grab,Water,0.1,Temperature - 00011,24.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Stafford Pond,Lower Taunton River,TA,Ed Adamowski,
WW145,6/21/2020,11:30:00,Grab,Water,1.0,Temperature - 00011,24.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Stafford Pond,Lower Taunton River,TA,Ed Adamowski,
WW145,6/21/2020,11:30:00,Grab,Water,6.8,Temperature - 00011,20.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Stafford Pond,Lower Taunton River,TA,Ed Adamowski,
WW145,6/28/2020,10:30:00,Grab,Water,1.0,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",4.8,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,,,,,Trilogy,Stafford Pond,Lower Taunton River,TA,Ed Adamowski,
WW145,6/28/2020,10:30:00,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",7.0,m,,0.1,m,0.1,m,,,,,,,,Stafford Pond,Lower Taunton River,TA,Ed Adamowski,
WW145,6/28/2020,10:30:00,Grab,Water,1.0,Dissolved Oxygen - 00300,6.8,mg/l,,0.0,mg/l,0.0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,,,,,Stafford Pond,Lower Taunton River,TA,Ed Adamowski,
WW145,6/28/2020,10:30:00,Grab,Water,6.8,Dissolved Oxygen - 00300,1.7,mg/l,,0.0,mg/l,0.0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,,,,,Stafford Pond,Lower Taunton River,TA,Ed Adamowski,
WW145,6/28/2020,10:30:00,Composite,Water,,Secchi Depth - 00069,4.53,m,,0.1,m,0.1,m,,,,,,,,Stafford Pond,Lower Taunton River,TA,Ed Adamowski,
WW145,6/28/2020,10:30:00,Grab,Water,0.1,Temperature - 00011,24.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Stafford Pond,Lower Taunton River,TA,Ed Adamowski,
WW145,6/28/2020,10:30:00,Grab,Water,1.0,Temperature - 00011,24.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Stafford Pond,Lower Taunton River,TA,Ed Adamowski,
WW145,6/28/2020,10:30:00,Grab,Water,6.8,Temperature - 00011,20.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Stafford Pond,Lower Taunton River,TA,Ed Adamowski,
WW145,7/11/2020,10:30:00,Grab,Water,1.0,Alkalinity - 00410,36.7,mg/l,,0.1,mg/l,0.1,mg/l,URIWW,2320: Alkalinity in Water by Titration,,,,,,Stafford Pond,Lower Taunton River,TA,Ed Adamowski,
WW145,7/11/2020,10:30:00,Grab,Water,1.0,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",12.5,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,,,,,Trilogy,Stafford Pond,Lower Taunton River,TA,Ed Adamowski,
WW145,7/11/2020,10:30:00,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",7.0,m,,0.1,m,0.1,m,,,,,,,,Stafford Pond,Lower Taunton River,TA,Ed Adamowski,
WW145,7/11/2020,10:30:00,Grab,Water,1.0,Dissolved Oxygen - 00300,7.0,mg/l,,0.0,mg/l,0.0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,,,,,Stafford Pond,Lower Taunton River,TA,Ed Adamowski,
WW145,7/11/2020,10:30:00,Grab,Water,6.8,Dissolved Oxygen - 00300,1.1,mg/l,,0.0,mg/l,0.0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,,,,,Stafford Pond,Lower Taunton River,TA,Ed Adamowski,
WW145,7/11/2020,10:30:00,Grab,Water,0.5,Enterococci - 31639,1.0,MPN/100,,1.0,MPN/100,1.0,MPN/100,URIWW,,,,,,,Stafford Pond,Lower Taunton River,TA,Ed Adamowski,
WW145,7/11/2020,10:30:00,Grab,Water,1.0,"Nitrate + Nitrite, Dissolved - 00631",0.029,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NO3(F): Nitrate in Water- Automated Cadmium Reduction,,,,,,Stafford Pond,Lower Taunton River,TA,Ed Adamowski,
WW145,7/11/2020,10:30:00,Grab,Water,6.8,"Nitrate + Nitrite, Dissolved - 00631",0.021,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NO3(F): Nitrate in Water- Automated Cadmium Reduction,,,,,,Stafford Pond,Lower Taunton River,TA,Ed Adamowski,
WW145,7/11/2020,10:30:00,Grab,Water,1.0,"Nitrogen, Ammonia Dissolved as N - 00608",0.026,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NH3(G): Ammonia in Water Using Automated Phenate Method,,,,,,Stafford Pond,Lower Taunton River,TA,Ed Adamowski,
WW145,7/11/2020,10:30:00,Grab,Water,6.8,"Nitrogen, Ammonia Dissolved as N - 00608",0.037,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NH3(G): Ammonia in Water Using Automated Phenate Method,,,,,,Stafford Pond,Lower Taunton River,TA,Ed Adamowski,
WW145,7/11/2020,10:30:00,Grab,Water,1.0,"Nitrogen, Total (unfiltered) - 00600",0.359,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,,,,,,,Stafford Pond,Lower Taunton River,TA,Ed Adamowski,
WW145,7/11/2020,10:30:00,Grab,Water,6.8,"Nitrogen, Total (unfiltered) - 00600",0.614,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,,,,,,,Stafford Pond,Lower Taunton River,TA,Ed Adamowski,
WW145,7/11/2020,10:30:00,Grab,Water,1.0,pH - 00400,6.6,S.U.,,1.0,S.U.,1.0,S.U.,URIWW,4500-H: pH in Water,,,,,,Stafford Pond,Lower Taunton River,TA,Ed Adamowski,
WW145,7/11/2020,10:30:00,Grab,Water,6.8,pH - 00400,6.5,S.U.,,1.0,S.U.,1.0,S.U.,URIWW,4500-H: pH in Water,,,,,,Stafford Pond,Lower Taunton River,TA,Ed Adamowski,
WW145,7/11/2020,10:30:00,Grab,Water,1.0,"Phosphorus, Dissolved - 00666",8.0,ug/l,,4.0,ug/l,4.0,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,,,,,Stafford Pond,Lower Taunton River,TA,Ed Adamowski,
WW145,7/11/2020,10:30:00,Grab,Water,6.8,"Phosphorus, Dissolved - 00666",18.0,ug/l,,4.0,ug/l,4.0,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,,,,,Stafford Pond,Lower Taunton River,TA,Ed Adamowski,
WW145,7/11/2020,10:30:00,Grab,Water,1.0,"Phosphorus, Total - 00665",19.0,ug/l,,4.0,ug/l,4.0,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,,,,,Stafford Pond,Lower Taunton River,TA,Ed Adamowski,
WW145,7/11/2020,10:30:00,Grab,Water,6.8,"Phosphorus, Total - 00665",68.0,ug/l,,4.0,ug/l,4.0,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,,,,,Stafford Pond,Lower Taunton River,TA,Ed Adamowski,
WW145,7/11/2020,10:30:00,Composite,Water,,Secchi Depth - 00069,3.72,m,,0.1,m,0.1,m,,,,,,,,Stafford Pond,Lower Taunton River,TA,Ed Adamowski,
WW145,7/11/2020,10:30:00,Grab,Water,0.1,Temperature - 00011,24.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Stafford Pond,Lower Taunton River,TA,Ed Adamowski,
WW145,7/11/2020,10:30:00,Grab,Water,1.0,Temperature - 00011,24.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Stafford Pond,Lower Taunton River,TA,Ed Adamowski,
WW145,7/11/2020,10:30:00,Grab,Water,6.8,Temperature - 00011,21.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Stafford Pond,Lower Taunton River,TA,Ed Adamowski,
WW145,7/26/2020,11:00:00,Grab,Water,1.0,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",5.2,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,,,,,Trilogy,Stafford Pond,Lower Taunton River,TA,Ed Adamowski,
WW145,7/26/2020,11:00:00,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",7.2,m,,0.1,m,0.1,m,,,,,,,,Stafford Pond,Lower Taunton River,TA,Ed Adamowski,
WW145,7/26/2020,11:00:00,Grab,Water,1.0,Dissolved Oxygen - 00300,6.8,mg/l,,0.0,mg/l,0.0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,,,,,Stafford Pond,Lower Taunton River,TA,Ed Adamowski,
WW145,7/26/2020,11:00:00,Grab,Water,7.0,Dissolved Oxygen - 00300,0.4,mg/l,,0.0,mg/l,0.0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,,,,,Stafford Pond,Lower Taunton River,TA,Ed Adamowski,
WW145,7/26/2020,11:00:00,Composite,Water,,Secchi Depth - 00069,3.5,m,,0.1,m,0.1,m,,,,,,,,Stafford Pond,Lower Taunton River,TA,Ed Adamowski,
WW145,7/26/2020,11:00:00,Grab,Water,0.1,Temperature - 00011,26.5,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Stafford Pond,Lower Taunton River,TA,Ed Adamowski,
WW145,7/26/2020,11:00:00,Grab,Water,1.0,Temperature - 00011,26.5,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Stafford Pond,Lower Taunton River,TA,Ed Adamowski,
WW145,7/26/2020,11:00:00,Grab,Water,7.0,Temperature - 00011,23.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Stafford Pond,Lower Taunton River,TA,Ed Adamowski,
WW145,8/2/2020,11:30:00,Grab,Water,1.0,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",29.1,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,,,,,Trilogy,Stafford Pond,Lower Taunton River,TA,Ed Adamowski,
WW145,8/2/2020,11:30:00,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",6.8,m,,0.1,m,0.1,m,,,,,,,,Stafford Pond,Lower Taunton River,TA,Ed Adamowski,
WW145,8/2/2020,11:30:00,Composite,Water,,Secchi Depth - 00069,2.55,m,,0.1,m,0.1,m,,,,,,,,Stafford Pond,Lower Taunton River,TA,Ed Adamowski,
WW145,8/2/2020,11:30:00,Grab,Water,0.1,Temperature - 00011,26.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Stafford Pond,Lower Taunton River,TA,Ed Adamowski,
WW145,8/2/2020,11:30:00,Grab,Water,1.0,Temperature - 00011,26.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Stafford Pond,Lower Taunton River,TA,Ed Adamowski,
WW145,8/2/2020,11:30:00,Grab,Water,6.5,Temperature - 00011,23.5,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Stafford Pond,Lower Taunton River,TA,Ed Adamowski,
WW145,8/10/2020,10:30:00,Grab,Water,1.0,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",26.9,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,,,,,Trilogy,Stafford Pond,Lower Taunton River,TA,Ed Adamowski,
WW145,8/10/2020,10:30:00,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",7.2,m,,0.1,m,0.1,m,,,,,,,,Stafford Pond,Lower Taunton River,TA,Ed Adamowski,
WW145,8/10/2020,10:30:00,Grab,Water,1.0,Dissolved Oxygen - 00300,6.6,mg/l,,0.0,mg/l,0.0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,,,,,Stafford Pond,Lower Taunton River,TA,Ed Adamowski,
WW145,8/10/2020,10:30:00,Grab,Water,7.0,Dissolved Oxygen - 00300,0.4,mg/l,,0.0,mg/l,0.0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,,,,,Stafford Pond,Lower Taunton River,TA,Ed Adamowski,
WW145,8/10/2020,10:30:00,Composite,Water,,Secchi Depth - 00069,1.95,m,,0.1,m,0.1,m,,,,,,,,Stafford Pond,Lower Taunton River,TA,Ed Adamowski,
WW145,8/10/2020,10:30:00,Grab,Water,0.1,Temperature - 00011,25.5,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Stafford Pond,Lower Taunton River,TA,Ed Adamowski,
WW145,8/10/2020,10:30:00,Grab,Water,1.0,Temperature - 00011,25.5,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Stafford Pond,Lower Taunton River,TA,Ed Adamowski,
WW145,8/10/2020,10:30:00,Grab,Water,7.0,Temperature - 00011,24.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Stafford Pond,Lower Taunton River,TA,Ed Adamowski,
WW145,8/16/2020,10:00:00,Grab,Water,1.0,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",17.5,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,,,,,Trilogy,Stafford Pond,Lower Taunton River,TA,Ed Adamowski,
WW145,8/16/2020,10:00:00,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",6.5,m,,0.1,m,0.1,m,,,,,,,,Stafford Pond,Lower Taunton River,TA,Ed Adamowski,
WW145,8/16/2020,10:00:00,Composite,Water,,Secchi Depth - 00069,1.75,m,,0.1,m,0.1,m,,,,,,,,Stafford Pond,Lower Taunton River,TA,Ed Adamowski,
WW145,8/16/2020,10:00:00,Grab,Water,0.1,Temperature - 00011,23.5,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Stafford Pond,Lower Taunton River,TA,Ed Adamowski,
WW145,8/16/2020,10:00:00,Grab,Water,1.0,Temperature - 00011,23.5,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Stafford Pond,Lower Taunton River,TA,Ed Adamowski,
WW145,8/16/2020,10:00:00,Grab,Water,6.3,Temperature - 00011,23.5,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Stafford Pond,Lower Taunton River,TA,Ed Adamowski,
WW145,8/30/2020,11:00:00,Grab,Water,1.0,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",72.1,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,,,,,Trilogy,Stafford Pond,Lower Taunton River,TA,Ed Adamowski,
WW145,8/30/2020,11:00:00,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",6.5,m,,0.1,m,0.1,m,,,,,,,,Stafford Pond,Lower Taunton River,TA,Ed Adamowski,
WW145,8/30/2020,11:00:00,Grab,Water,1.0,Dissolved Oxygen - 00300,7.2,mg/l,,0.0,mg/l,0.0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,,,,,Stafford Pond,Lower Taunton River,TA,Ed Adamowski,
WW145,8/30/2020,11:00:00,Grab,Water,6.3,Dissolved Oxygen - 00300,6.8,mg/l,,0.0,mg/l,0.0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,,,,,Stafford Pond,Lower Taunton River,TA,Ed Adamowski,
WW145,8/30/2020,11:00:00,Composite,Water,,Secchi Depth - 00069,1.5,m,,0.1,m,0.1,m,,,,,,,,Stafford Pond,Lower Taunton River,TA,Ed Adamowski,
WW145,8/30/2020,11:00:00,Grab,Water,0.1,Temperature - 00011,22.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Stafford Pond,Lower Taunton River,TA,Ed Adamowski,
WW145,8/30/2020,11:00:00,Grab,Water,1.0,Temperature - 00011,22.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Stafford Pond,Lower Taunton River,TA,Ed Adamowski,
WW145,8/30/2020,11:00:00,Grab,Water,6.3,Temperature - 00011,22.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Stafford Pond,Lower Taunton River,TA,Ed Adamowski,
WW145,9/2/2020,11:00:00,Grab,Water,1.0,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",20.1,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,,,,,Trilogy,Stafford Pond,Lower Taunton River,TA,Ed Adamowski,
WW145,9/6/2020,11:00:00,Grab,Water,1.0,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",43.1,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,,,,,Trilogy,Stafford Pond,Lower Taunton River,TA,Ed Adamowski,
WW145,9/6/2020,11:00:00,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",6.5,m,,0.1,m,0.1,m,,,,,,,,Stafford Pond,Lower Taunton River,TA,Ed Adamowski,
WW145,9/6/2020,11:00:00,Grab,Water,1.0,Dissolved Oxygen - 00300,8.4,mg/l,,0.0,mg/l,0.0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,,,,,Stafford Pond,Lower Taunton River,TA,Ed Adamowski,
WW145,9/6/2020,11:00:00,Grab,Water,6.3,Dissolved Oxygen - 00300,7.5,mg/l,,0.0,mg/l,0.0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,,,,,Stafford Pond,Lower Taunton River,TA,Ed Adamowski,
WW145,9/6/2020,11:00:00,Composite,Water,,Secchi Depth - 00069,1.3,m,,0.1,m,0.1,m,,,,,,,,Stafford Pond,Lower Taunton River,TA,Ed Adamowski,
WW145,9/6/2020,11:00:00,Grab,Water,0.1,Temperature - 00011,22.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Stafford Pond,Lower Taunton River,TA,Ed Adamowski,
WW145,9/6/2020,11:00:00,Grab,Water,1.0,Temperature - 00011,22.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Stafford Pond,Lower Taunton River,TA,Ed Adamowski,
WW145,9/6/2020,11:00:00,Grab,Water,6.3,Temperature - 00011,21.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Stafford Pond,Lower Taunton River,TA,Ed Adamowski,
WW145,9/12/2020,10:00:00,Grab,Water,1.0,Alkalinity - 00410,13.6,mg/l,,0.1,mg/l,0.1,mg/l,URIWW,2320: Alkalinity in Water by Titration,,,,,,Stafford Pond,Lower Taunton River,TA,Ed Adamowski,
WW145,9/12/2020,10:00:00,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",6.3,m,,0.1,m,0.1,m,,,,,,,,Stafford Pond,Lower Taunton River,TA,Ed Adamowski,
WW145,9/12/2020,10:00:00,Grab,Water,1.0,Dissolved Oxygen - 00300,6.8,mg/l,,0.0,mg/l,0.0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,,,,,Stafford Pond,Lower Taunton River,TA,Ed Adamowski,
WW145,9/12/2020,10:00:00,Grab,Water,6.0,Dissolved Oxygen - 00300,6.8,mg/l,,0.0,mg/l,0.0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,,,,,Stafford Pond,Lower Taunton River,TA,Ed Adamowski,
WW145,9/12/2020,10:00:00,Grab,Water,0.5,Enterococci - 31639,3.1,MPN/100,,1.0,MPN/100,1.0,MPN/100,URIWW,,,,,,,Stafford Pond,Lower Taunton River,TA,Ed Adamowski,
WW145,9/12/2020,10:00:00,Grab,Water,1.0,"Nitrate + Nitrite, Dissolved - 00631",0.022,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NO3(F): Nitrate in Water- Automated Cadmium Reduction,,,,,,Stafford Pond,Lower Taunton River,TA,Ed Adamowski,
WW145,9/12/2020,10:00:00,Grab,Water,6.0,"Nitrate + Nitrite, Dissolved - 00631",0.03,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NO3(F): Nitrate in Water- Automated Cadmium Reduction,,,,,,Stafford Pond,Lower Taunton River,TA,Ed Adamowski,
WW145,9/12/2020,10:00:00,Grab,Water,1.0,"Nitrogen, Ammonia Dissolved as N - 00608",0.075,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NH3(G): Ammonia in Water Using Automated Phenate Method,,,,,,Stafford Pond,Lower Taunton River,TA,Ed Adamowski,
WW145,9/12/2020,10:00:00,Grab,Water,6.0,"Nitrogen, Ammonia Dissolved as N - 00608",0.069,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NH3(G): Ammonia in Water Using Automated Phenate Method,,,,,,Stafford Pond,Lower Taunton River,TA,Ed Adamowski,
WW145,9/12/2020,10:00:00,Grab,Water,1.0,"Nitrogen, Total (unfiltered) - 00600",0.551,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,,,,,,,Stafford Pond,Lower Taunton River,TA,Ed Adamowski,
WW145,9/12/2020,10:00:00,Grab,Water,6.0,"Nitrogen, Total (unfiltered) - 00600",0.598,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,,,,,,,Stafford Pond,Lower Taunton River,TA,Ed Adamowski,
WW145,9/12/2020,10:00:00,Grab,Water,1.0,pH - 00400,7.4,S.U.,,1.0,S.U.,1.0,S.U.,URIWW,4500-H: pH in Water,,,,,,Stafford Pond,Lower Taunton River,TA,Ed Adamowski,
WW145,9/12/2020,10:00:00,Grab,Water,6.0,pH - 00400,6.8,S.U.,,1.0,S.U.,1.0,S.U.,URIWW,4500-H: pH in Water,,,,,,Stafford Pond,Lower Taunton River,TA,Ed Adamowski,
WW145,9/12/2020,10:00:00,Grab,Water,1.0,"Phosphorus, Dissolved - 00666",6.0,ug/l,,4.0,ug/l,4.0,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,,,,,Stafford Pond,Lower Taunton River,TA,Ed Adamowski,
WW145,9/12/2020,10:00:00,Grab,Water,6.0,"Phosphorus, Dissolved - 00666",7.0,ug/l,,4.0,ug/l,4.0,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,,,,,Stafford Pond,Lower Taunton River,TA,Ed Adamowski,
WW145,9/12/2020,10:00:00,Grab,Water,1.0,"Phosphorus, Total - 00665",28.0,ug/l,,4.0,ug/l,4.0,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,,,,,Stafford Pond,Lower Taunton River,TA,Ed Adamowski,
WW145,9/12/2020,10:00:00,Grab,Water,6.0,"Phosphorus, Total - 00665",25.0,ug/l,,4.0,ug/l,4.0,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,,,,,Stafford Pond,Lower Taunton River,TA,Ed Adamowski,
WW145,9/12/2020,10:00:00,Composite,Water,,Secchi Depth - 00069,1.95,m,,0.1,m,0.1,m,,,,,,,,Stafford Pond,Lower Taunton River,TA,Ed Adamowski,
WW145,9/12/2020,10:00:00,Grab,Water,0.1,Temperature - 00011,21.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Stafford Pond,Lower Taunton River,TA,Ed Adamowski,
WW145,9/12/2020,10:00:00,Grab,Water,1.0,Temperature - 00011,21.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Stafford Pond,Lower Taunton River,TA,Ed Adamowski,
WW145,9/12/2020,10:00:00,Grab,Water,6.0,Temperature - 00011,21.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Stafford Pond,Lower Taunton River,TA,Ed Adamowski,
WW145,9/27/2020,13:30:00,Grab,Water,1.0,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",12.4,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,,,,,Trilogy,Stafford Pond,Lower Taunton River,TA,Ed Adamowski,
WW145,9/27/2020,13:30:00,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",6.0,m,,0.1,m,0.1,m,,,,,,,,Stafford Pond,Lower Taunton River,TA,Ed Adamowski,
WW145,9/27/2020,13:30:00,Grab,Water,1.0,Dissolved Oxygen - 00300,8.8,mg/l,,0.0,mg/l,0.0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,,,,,Stafford Pond,Lower Taunton River,TA,Ed Adamowski,
WW145,9/27/2020,13:30:00,Grab,Water,5.7,Dissolved Oxygen - 00300,7.3,mg/l,,0.0,mg/l,0.0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,,,,,Stafford Pond,Lower Taunton River,TA,Ed Adamowski,
WW145,9/27/2020,13:30:00,Composite,Water,,Secchi Depth - 00069,2.45,m,,0.1,m,0.1,m,,,,,,,,Stafford Pond,Lower Taunton River,TA,Ed Adamowski,
WW145,9/27/2020,13:30:00,Grab,Water,0.1,Temperature - 00011,18.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Stafford Pond,Lower Taunton River,TA,Ed Adamowski,
